time,year,lat,long,commodity,volume,state,release type,water,cost,cause
2012-02-16 01:04:00,2012,42.53889,-88.63417,CRUDE OIL,210,WI,LEAK,NO,52934.41207951069,EQUIPMENT FAILURE
2012-02-18 05:30:00,2012,32.1532,-97.3751,CRUDE OIL,84,TX,OVERFILL OR OVERFLOW,YES,27288.016781345657,NATURAL FORCE DAMAGE
2012-03-09 10:00:00,2012,36.12128,-95.99396999999999,REFINED LIQUIDS,0,OK,LEAK,NO,1248.7962538226304,EQUIPMENT FAILURE
2012-02-20 15:19:00,2012,44.759651,-93.035311,REFINED LIQUIDS,0,MN,LEAK,NO,3968.2622706422044,CORROSION FAILURE
2012-02-19 18:00:00,2012,44.87601,-92.99642,REFINED LIQUIDS,0,MN,LEAK,NO,13712.510321100934,NATURAL FORCE DAMAGE
2012-02-15 08:00:00,2012,27.831459999999996,-97.51850999999999,CRUDE OIL,42,TX,LEAK,NO,19944.36735474007,EQUIPMENT FAILURE
2012-02-15 14:15:00,2012,44.05727,-84.108636,CRUDE OIL,840,MI,LEAK,YES,363727.0642201826,MATERIAL FAILURE OF PIPE OR WELD
2012-02-21 13:00:00,2012,41.50667,-87.45333000000001,CRUDE OIL,1008,IN,OTHER,NO,151552.94342507664,INCORRECT OPERATION
2012-02-17 14:45:00,2012,41.498059999999995,-87.51722,CRUDE OIL,0,IN,OTHER,NO,70757.03822629977,OTHER OUTSIDE FORCE DAMAGE
2012-02-15 13:58:00,2012,30.26630836,-95.35229159,REFINED LIQUIDS,588,TX,OTHER,NO,1093121.070336392,EQUIPMENT FAILURE
2012-02-15 08:45:00,2012,30.239319000000002,-93.268658,CRUDE OIL,0,LA,LEAK,NO,1000310.0477828752,CORROSION FAILURE
2012-02-17 12:10:00,2012,39.27126,-76.56328,REFINED LIQUIDS,210,MD,LEAK,NO,0.0,CORROSION FAILURE
2012-02-20 16:14:00,2012,45.526047999999996,-98.515008,REFINED LIQUIDS,21000,SD,RUPTURE,YES,322916.8876146793,MATERIAL FAILURE OF PIPE OR WELD
2012-02-16 04:45:00,2012,40.52243,-74.25384,REFINED LIQUIDS,42,TX,LEAK,NO,12127.87274464833,EQUIPMENT FAILURE
2012-02-24 16:10:00,2012,46.24913,-106.81986,REFINED LIQUIDS,7686,MT,LEAK,NO,296619.420871559,EQUIPMENT FAILURE
2012-03-15 00:30:00,2012,40.523327,-74.256013,REFINED LIQUIDS,0,NJ,OTHER,NO,182712.22859327236,EQUIPMENT FAILURE
2012-03-14 16:00:00,2012,40.590763,-74.219353,REFINED LIQUIDS,0,NJ,LEAK,NO,2691.580275229354,OTHER INCIDENT CAUSE
2012-03-09 09:58:00,2012,41.36417,-96.05833,REFINED LIQUIDS,42,NE,LEAK,NO,545.5905963302762,EQUIPMENT FAILURE
2012-03-20 11:36:00,2012,29.911676,-94.00709499999999,REFINED LIQUIDS,126,TX,LEAK,NO,43722.4179663608,EQUIPMENT FAILURE
2012-03-05 07:10:00,2012,33.864289,-97.95406700000001,CRUDE OIL,42,TX,OTHER,NO,2485.468272171247,EQUIPMENT FAILURE
2012-02-27 06:00:00,2012,34.89185,-97.4453,CRUDE OIL,84,OK,LEAK,NO,5156.43734709481,CORROSION FAILURE
2012-03-02 08:45:00,2012,29.95115,-93.5722,REFINED LIQUIDS,0,TX,OTHER,NO,54559.05963302762,CORROSION FAILURE
2012-02-29 14:00:00,2012,32.53242,-100.82925,CRUDE OIL,84,TX,OTHER,NO,1463.3952217125388,INCORRECT OPERATION
2012-03-02 10:00:00,2012,30.0889,-94.6502,CRUDE OIL,0,TX,LEAK,NO,18200.902293577994,CORROSION FAILURE
2012-03-08 08:45:00,2012,29.759006,-96.147803,CRUDE OIL,42,TX,LEAK,NO,30431.83103975546,CORROSION FAILURE
2012-03-03 02:04:00,2012,41.49188,-87.91790999999999,CRUDE OIL,63000,IL,OTHER,NO,3439375.2335244766,OTHER OUTSIDE FORCE DAMAGE
2012-03-04 06:00:00,2012,29.3736,-89.5514,CRUDE OIL,0,LA,MECHANICAL PUNCTURE,NO,485727.1836773696,OTHER INCIDENT CAUSE
2012-03-06 13:00:00,2012,29.787,-94.4015,CRUDE OIL,0,TX,LEAK,NO,22017.611620795116,CORROSION FAILURE
2012-03-06 17:08:00,2012,32.01435,-102.01776,CRUDE OIL,126,TX,LEAK,NO,2182.3623853211025,INCORRECT OPERATION
2012-03-12 15:33:00,2012,40.894805,-85.440504,FLAMMABLE GASES,0,IN,OTHER,NO,200.0498853211011,INCORRECT OPERATION
2012-03-16 10:27:00,2012,45.010556,-108.91388899999998,CRUDE OIL,0,MT,LEAK,NO,5516.527140672783,MATERIAL FAILURE OF PIPE OR WELD
2012-03-14 12:25:00,2012,29.729409999999998,-95.22026,REFINED LIQUIDS,0,TX,LEAK,NO,9123.487194189598,EQUIPMENT FAILURE
2012-03-20 12:30:00,2012,33.007092,-102.97538,CRUDE OIL,0,TX,OTHER,NO,969.9388379204898,EQUIPMENT FAILURE
2012-03-15 08:55:00,2012,30.5187,-91.4012,FLAMMABLE GASES,168,LA,LEAK,NO,314.0176987767595,INCORRECT OPERATION
2012-03-21 16:40:00,2012,45.894166999999996,-95.389444,REFINED LIQUIDS,42,MN,LEAK,NO,51770.48547400623,EQUIPMENT FAILURE
2012-03-21 18:00:00,2012,41.95138,-88.27772,REFINED LIQUIDS,504,IL,LEAK,NO,1099061.945718655,MATERIAL FAILURE OF PIPE OR WELD
2012-03-17 07:30:00,2012,40.52243,-74.25384,REFINED LIQUIDS,42,TX,LEAK,NO,27903.92794342517,EQUIPMENT FAILURE
2012-03-17 10:30:00,2012,29.274666999999997,-89.952333,CRUDE OIL,8568,LA,MECHANICAL PUNCTURE,YES,3396604.568042806,EXCAVATION DAMAGE
2012-03-22 16:28:00,2012,37.800717,-96.88095,REFINED LIQUIDS,420,KS,LEAK,NO,773283.7385321113,CORROSION FAILURE
2012-03-23 09:30:00,2012,31.77654,-96.3958,CRUDE OIL,0,TX,LEAK,NO,59.40875382263006,INCORRECT OPERATION
2012-03-26 09:00:00,2012,38.791059999999995,-89.08415,CRUDE OIL,42,IL,LEAK,NO,145975.79510703386,EQUIPMENT FAILURE
2012-02-22 11:30:00,2012,47.098889,-104.759167,REFINED LIQUIDS,0,MT,OVERFILL OR OVERFLOW,NO,402.52461773700213,EQUIPMENT FAILURE
2012-03-20 13:30:00,2012,47.378551,-94.666629,CRUDE OIL,0,MN,LEAK,NO,48496.9418960245,MATERIAL FAILURE OF PIPE OR WELD
2012-03-22 10:45:00,2012,47.6895,-95.4097,CRUDE OIL,0,MN,LEAK,NO,121242.35474006123,NATURAL FORCE DAMAGE
2012-03-21 10:45:00,2012,38.82204498,-90.07891101,REFINED LIQUIDS,462,IL,OVERFILL OR OVERFLOW,NO,122151.67240061179,EQUIPMENT FAILURE
2012-03-25 11:30:00,2012,38.82855,-90.08931,CRUDE OIL,0,IL,LEAK,NO,7323.038226299711,INCORRECT OPERATION
2012-03-30 07:30:00,2012,33.795549,-98.651289,CRUDE OIL,3150,TX,LEAK,NO,83763.91804281357,CORROSION FAILURE
2012-04-04 09:00:00,2012,29.974992999999998,-94.05586,REFINED LIQUIDS,84,TX,LEAK,YES,11293.725344036702,EQUIPMENT FAILURE
2012-04-10 07:00:00,2012,32.028209999999994,-89.10162,REFINED LIQUIDS,0,MS,LEAK,NO,17551.043272171268,EQUIPMENT FAILURE
2012-03-27 20:28:00,2012,31.821441999999998,-94.46905600000001,FLAMMABLE GASES,4200,TX,LEAK,NO,216153.29487767594,MATERIAL FAILURE OF PIPE OR WELD
2012-03-27 09:18:00,2012,41.148878,-103.68229699999999,REFINED LIQUIDS,9324,NE,MECHANICAL PUNCTURE,NO,228050.80714831824,EXCAVATION DAMAGE
2012-02-28 06:00:00,2012,27.8215,-97.395,CRUDE OIL,54600,TX,OVERFILL OR OVERFLOW,NO,1169988.72324159,OTHER INCIDENT CAUSE
2012-03-31 03:13:00,2012,48.455641,-122.39071200000001,REFINED LIQUIDS,42,WA,LEAK,NO,9578.146024464831,EQUIPMENT FAILURE
2012-04-01 00:09:00,2012,48.455641,-122.39071200000001,REFINED LIQUIDS,0,WA,LEAK,NO,8790.070718654431,EQUIPMENT FAILURE
2012-04-02 08:00:00,2012,30.8568,-96.45806,CRUDE OIL,168,TX,LEAK,NO,2182.3623853211025,EQUIPMENT FAILURE
2012-04-12 07:10:00,2012,32.862784999999995,-102.920159,CRUDE OIL,4872,TX,LEAK,NO,189865.52752293585,INCORRECT OPERATION
2012-04-04 13:00:00,2012,32.01426,-102.02736999999999,CRUDE OIL,126,TX,LEAK,NO,12366.720183486257,CORROSION FAILURE
2012-04-07 04:23:00,2012,47.68889,-95.41221999999999,CRUDE OIL,0,MN,LEAK,NO,12245.47782874619,EQUIPMENT FAILURE
2012-04-06 08:53:00,2012,39.72708,-92.04994,CRUDE OIL,840,MO,LEAK,NO,589844.0558103987,EQUIPMENT FAILURE
2012-04-04 06:22:00,2012,41.658008,-88.041942,CRUDE OIL,0,IL,LEAK,NO,42434.82415902138,INCORRECT OPERATION
2012-04-03 07:40:00,2012,33.03138,-102.82027,CARBON DIOXIDE,126,TX,LEAK,NO,3529.3649464831847,INCORRECT OPERATION
2012-04-06 06:31:00,2012,33.03138,-102.82777,CARBON DIOXIDE,630,TX,LEAK,NO,3530.577370030579,INCORRECT OPERATION
2012-04-06 13:35:00,2012,40.52243,-74.25384,REFINED LIQUIDS,0,TX,LEAK,NO,424354.3037079509,EQUIPMENT FAILURE
2012-04-09 19:15:00,2012,35.348659999999995,-98.09101,FLAMMABLE GASES,42,OK,LEAK,NO,391.6128058103987,INCORRECT OPERATION
2012-04-08 22:04:00,2012,35.953247,-96.75885799999999,CRUDE OIL,25200,OK,LEAK,NO,2059091.6459862404,CORROSION FAILURE
2011-08-24 20:00:00,2011,38.066978000000006,-122.133742,REFINED LIQUIDS,210,CA,LEAK,NO,715513.8078568664,CORROSION FAILURE
2012-04-08 11:00:00,2012,30.1408,-94.3989,CRUDE OIL,210,TX,OVERFILL OR OVERFLOW,NO,30383.334097859235,INCORRECT OPERATION
2012-04-09 14:45:00,2012,33.801970000000004,-118.23844,CRUDE OIL,168,CA,LEAK,NO,18186.353211009176,INCORRECT OPERATION
2012-04-10 17:17:00,2012,30.010536,-90.861846,CRUDE OIL,210,LA,OTHER,NO,98933.76146788996,CORROSION FAILURE
2012-04-10 19:05:00,2012,30.492551000000002,-91.187577,REFINED LIQUIDS,0,LA,OVERFILL OR OVERFLOW,NO,378.27614678899107,INCORRECT OPERATION
2012-04-16 08:00:00,2012,35.9382,-96.74755,CRUDE OIL,210,OK,LEAK,NO,11821.129587155967,CORROSION FAILURE
2012-04-19 17:00:00,2012,70.15120454,-147.09653571,CRUDE OIL,0,AK,OTHER,NO,3734.2645259938977,EQUIPMENT FAILURE
2012-04-11 11:30:00,2012,45.05919,-93.19544,REFINED LIQUIDS,0,MN,LEAK,NO,2485.468272171247,EQUIPMENT FAILURE
2012-04-16 18:00:00,2012,29.06023333,-95.35065556,FLAMMABLE GASES,126,TX,LEAK,NO,47369.38799694186,EQUIPMENT FAILURE
2012-04-11 13:25:00,2012,40.647936,-88.34073199999999,REFINED LIQUIDS,1722,IL,LEAK,NO,64258.44801223252,CORROSION FAILURE
2012-04-19 12:28:00,2012,35.044740000000004,-119.19115,CRUDE OIL,84,CA,LEAK,NO,7310.913990825701,CORROSION FAILURE
2012-04-16 08:45:00,2012,37.789770000000004,-96.90047,REFINED LIQUIDS,0,KS,LEAK,NO,4364.724770642205,EQUIPMENT FAILURE
2012-04-23 09:40:00,2012,29.145153000000004,-95.67591,CRUDE OIL,126,TX,LEAK,NO,18004.489678899088,CORROSION FAILURE
2012-04-16 10:00:00,2012,27.83125,-97.51745,CRUDE OIL,0,TX,OVERFILL OR OVERFLOW,YES,11081.551223241602,INCORRECT OPERATION
2012-04-20 14:00:00,2012,41.62672,-87.433952,REFINED LIQUIDS,0,IN,LEAK,NO,32856.67813455657,CORROSION FAILURE
2012-04-19 14:45:00,2012,29.52107,-93.5745,REFINED LIQUIDS,0,TX,LEAK,NO,26673.31804281336,EQUIPMENT FAILURE
2012-04-16 20:15:00,2012,40.352903000000005,-74.125619,REFINED LIQUIDS,1470,NJ,LEAK,NO,268066.8463302762,EQUIPMENT FAILURE
2012-04-25 06:30:00,2012,34.244372,-97.948581,CRUDE OIL,0,OK,LEAK,NO,12184.856651376145,INCORRECT OPERATION
2012-04-23 15:10:00,2012,40.608511,-74.239999,REFINED LIQUIDS,0,NJ,LEAK,NO,5649.89373088686,EQUIPMENT FAILURE
2012-04-19 16:37:00,2012,34.972892,-120.44441699999999,CRUDE OIL,210,CA,LEAK,NO,491637.7484709488,CORROSION FAILURE
2012-04-30 07:00:00,2012,29.419652000000003,-95.308771,FLAMMABLE GASES,126,TX,LEAK,NO,39518.94552752294,EQUIPMENT FAILURE
2012-04-23 04:00:00,2012,39.03543,-84.69089,CRUDE OIL,0,KY,LEAK,NO,12002.993119266059,EQUIPMENT FAILURE
2012-05-01 18:15:00,2012,32.40169,-97.593745,FLAMMABLE GASES,126,TX,LEAK,NO,933.5661314984721,EQUIPMENT FAILURE
2012-04-28 22:40:00,2012,30.554483,-91.457458,CRUDE OIL,120960,LA,RUPTURE,YES,9300091.232951067,MATERIAL FAILURE OF PIPE OR WELD
2012-04-29 18:00:00,2012,35.76888889999999,-97.6930556,CRUDE OIL,630,OK,LEAK,NO,3394.7859327217147,CORROSION FAILURE
2012-05-03 10:20:00,2012,30.793919,-88.204914,CRUDE OIL,336,AL,OTHER,NO,14549.08256880735,NATURAL FORCE DAMAGE
2012-05-08 08:40:00,2012,30.0064,-90.4013,CRUDE OIL,0,LA,LEAK,NO,11608.955466360869,EQUIPMENT FAILURE
2012-05-08 07:04:00,2012,38.35257318,-91.32391233,REFINED LIQUIDS,0,MO,LEAK,NO,29734.687499999996,EQUIPMENT FAILURE
2012-05-06 19:09:00,2012,37.579665000000006,-97.085468,CRUDE OIL,0,KS,LEAK,NO,8292.977064220178,EQUIPMENT FAILURE
2012-05-10 10:30:00,2012,34.320440000000005,-100.24465,CRUDE OIL,840,TX,LEAK,NO,314663.9205275234,CORROSION FAILURE
2012-05-19 04:00:00,2012,29.718709999999998,-95.17964,REFINED LIQUIDS,0,TX,LEAK,NO,8553.648126911314,EQUIPMENT FAILURE
2012-05-18 06:40:00,2012,44.81602,-108.49913000000001,CRUDE OIL,0,WY,LEAK,NO,5107.940405198774,EQUIPMENT FAILURE
2012-05-15 10:57:00,2012,39.5894,-92.38284,CRUDE OIL,126,MO,LEAK,NO,117642.66922782872,INCORRECT OPERATION
2012-04-05 14:18:00,2012,40.711686,-84.132645,REFINED LIQUIDS,0,OH,LEAK,NO,1119515.5309633026,CORROSION FAILURE
2012-05-12 11:15:00,2012,40.588225,-74.222514,REFINED LIQUIDS,0,NJ,LEAK,NO,9460.540940366971,EQUIPMENT FAILURE
2012-06-04 07:40:00,2012,37.8048,-96.91755,CRUDE OIL,1092,KS,LEAK,NO,12730.447247706437,INCORRECT OPERATION
2012-05-19 13:14:00,2012,31.790487,-103.132559,CRUDE OIL,42,TX,LEAK,NO,5274.042431192673,INCORRECT OPERATION
2012-05-14 05:48:00,2012,32.26812,-101.40486,CRUDE OIL,0,TX,LEAK,NO,4873.942660550468,EQUIPMENT FAILURE
2012-05-14 07:00:00,2012,35.92536,-96.74162,CRUDE OIL,0,OK,LEAK,NO,151552.94342507664,MATERIAL FAILURE OF PIPE OR WELD
2012-05-17 09:30:00,2012,40.409659999999995,-91.83585,REFINED LIQUIDS,210,MO,LEAK,NO,50885.416284403786,CORROSION FAILURE
2012-05-18 20:00:00,2012,32.0729,-96.4767,CRUDE OIL,420,TX,LEAK,NO,12674.675764526013,CORROSION FAILURE
2012-05-15 03:21:00,2012,46.902916,-103.295787,CRUDE OIL,6300,ND,RUPTURE,NO,91519.79147553518,EQUIPMENT FAILURE
2012-05-22 07:43:00,2012,35.4672,-119.704,CRUDE OIL,378,CA,OTHER,NO,6062.117737003074,OTHER OUTSIDE FORCE DAMAGE
2012-05-17 10:30:00,2012,35.97916323,-96.00824525,REFINED LIQUIDS,294,OK,OVERFILL OR OVERFLOW,NO,31904.925649847217,INCORRECT OPERATION
2012-05-18 16:12:00,2012,41.395652,-87.97975,REFINED LIQUIDS,84,IL,LEAK,NO,479851.77916666813,CORROSION FAILURE
2012-05-19 14:14:00,2012,43.931459999999994,-94.11098,FLAMMABLE GASES,126,MN,LEAK,NO,83549.3190749236,MATERIAL FAILURE OF PIPE OR WELD
2012-05-19 05:44:00,2012,40.352903000000005,-74.125619,REFINED LIQUIDS,2226,NJ,LEAK,YES,526798.0313455657,EQUIPMENT FAILURE
2012-05-22 13:00:00,2012,33.992709999999995,-83.41999,REFINED LIQUIDS,588,GA,LEAK,NO,48840.05775993898,INCORRECT OPERATION
2012-05-22 13:30:00,2012,31.43275,-102.43865600000001,CRUDE OIL,84,TX,LEAK,NO,39195.22844036704,EQUIPMENT FAILURE
2012-05-23 07:30:00,2012,35.737564,-97.379338,CRUDE OIL,210,OK,LEAK,NO,15373.530581039779,CORROSION FAILURE
2012-05-27 15:27:00,2012,35.943731,-96.754603,CRUDE OIL,126,OK,LEAK,NO,9420.530963302761,CORROSION FAILURE
2012-05-24 11:15:00,2012,46.68889,-92.05972,CRUDE OIL,42,WI,LEAK,NO,36493.94877675835,EQUIPMENT FAILURE
2012-06-01 01:44:00,2012,31.681540000000002,-102.07528,FLAMMABLE GASES,120960,TX,LEAK,NO,142332.46234709487,EQUIPMENT FAILURE
2012-06-08 07:42:00,2012,30.008992,-90.854975,CRUDE OIL,420,LA,OTHER,NO,66683.29510703363,NATURAL FORCE DAMAGE
2012-06-02 08:10:00,2012,29.747769,-95.129993,CRUDE OIL,0,TX,OTHER,NO,0.0,OTHER INCIDENT CAUSE
2012-05-30 04:00:00,2012,33.795549,-98.651289,CRUDE OIL,10038,TX,LEAK,NO,103357.89499235479,CORROSION FAILURE
2012-06-08 09:05:00,2012,37.93455,-95.243912,REFINED LIQUIDS,12768,KS,OTHER,YES,1154855.2525229375,MATERIAL FAILURE OF PIPE OR WELD
2012-06-05 10:30:00,2012,41.286642,-81.211906,REFINED LIQUIDS,0,OH,LEAK,NO,1846813.2567660557,EQUIPMENT FAILURE
2012-06-15 15:50:00,2012,37.7958,-96.72309,CRUDE OIL,2520,KS,LEAK,YES,53007.15749235478,CORROSION FAILURE
2012-06-06 00:31:00,2012,35.276957,-116.021774,REFINED LIQUIDS,0,CA,LEAK,NO,13396.067775229376,EQUIPMENT FAILURE
2012-06-06 14:45:00,2012,31.7918,-103.13161,CRUDE OIL,630,TX,LEAK,NO,9032.555428134565,INCORRECT OPERATION
2012-06-11 08:00:00,2012,28.949671999999996,-95.43163100000001,CRUDE OIL,0,TX,LEAK,NO,4273.793004587149,MATERIAL FAILURE OF PIPE OR WELD
2012-06-13 07:00:00,2012,28.950953000000002,-95.432542,CRUDE OIL,42,TX,LEAK,NO,6304.602446483185,EQUIPMENT FAILURE
2012-06-06 06:05:00,2012,34.00551,-118.14477,CRUDE OIL,0,CA,LEAK,NO,20063.18486238532,CORROSION FAILURE
2012-06-20 10:27:00,2012,29.952221999999995,-96.861139,CRUDE OIL,42,TX,LEAK,NO,6614.982874617749,EQUIPMENT FAILURE
2012-06-12 14:00:00,2012,29.145494,-95.674314,CRUDE OIL,336,TX,LEAK,NO,32193.482454128512,CORROSION FAILURE
2012-06-21 10:00:00,2012,37.721901,-97.147138,REFINED LIQUIDS,210,KS,LEAK,YES,183877.36762232427,CORROSION FAILURE
2012-06-11 19:47:00,2012,32.877179999999996,-91.05218,CRUDE OIL,0,MS,LEAK,NO,4243.482415902138,EQUIPMENT FAILURE
2012-06-12 12:20:00,2012,33.17535,-102.23929,CRUDE OIL,840,TX,MECHANICAL PUNCTURE,NO,9062.866016819575,EXCAVATION DAMAGE
2012-06-22 13:15:00,2012,39.08605,-102.46611,REFINED LIQUIDS,0,CO,LEAK,NO,1279.106842507646,EQUIPMENT FAILURE
2012-06-13 13:00:00,2012,34.1897222,-97.37611109999999,CRUDE OIL,0,OK,LEAK,NO,3940.3765290519814,CORROSION FAILURE
2012-06-17 05:52:00,2012,40.514382,-75.532567,REFINED LIQUIDS,4200,PA,OVERFILL OR OVERFLOW,NO,105480.8486238532,INCORRECT OPERATION
2012-06-20 11:07:00,2012,32.4813,-94.8373,CRUDE OIL,0,TX,LEAK,NO,3526.9400993883737,CORROSION FAILURE
2012-07-02 18:05:00,2012,34.84251,-99.13710999999999,CRUDE OIL,8862,OK,MECHANICAL PUNCTURE,NO,367364.3348623853,EXCAVATION DAMAGE
2012-06-25 16:04:00,2012,37.80389,-96.51428,CRUDE OIL,5964,KS,LEAK,NO,8365.72247706423,EQUIPMENT FAILURE
2012-06-23 08:30:00,2012,41.435852000000004,-81.668922,REFINED LIQUIDS,966,OH,OVERFILL OR OVERFLOW,NO,71532.98929663606,INCORRECT OPERATION
2012-06-27 13:30:00,2012,33.247889,-98.792389,REFINED LIQUIDS,19530,TX,MECHANICAL PUNCTURE,NO,284919.5336391448,EXCAVATION DAMAGE
2012-06-25 07:30:00,2012,37.75877757,-92.67267003,REFINED LIQUIDS,0,MO,LEAK,NO,42459.07262996949,EQUIPMENT FAILURE
2012-06-19 14:50:00,2012,29.997663,-94.076706,CRUDE OIL,10500,TX,LEAK,NO,157615.0611620797,CORROSION FAILURE
2012-07-05 16:30:00,2012,28.809202000000003,-96.978674,REFINED LIQUIDS,0,TX,OTHER,NO,11639.266055045879,OTHER INCIDENT CAUSE
2012-07-03 22:30:00,2012,38.025394,-122.129423,REFINED LIQUIDS,546,CA,OVERFILL OR OVERFLOW,NO,213386.54434250778,EQUIPMENT FAILURE
2012-07-06 14:15:00,2012,32.0729,-96.4767,CRUDE OIL,0,TX,LEAK,NO,1378.5255733944966,CORROSION FAILURE
2012-07-07 08:15:00,2012,30.797959999999996,-96.27369,CRUDE OIL,84,TX,LEAK,NO,22020.03646788993,CORROSION FAILURE
2012-07-02 14:15:00,2012,29.81987246,-95.15331796,REFINED LIQUIDS,84,TX,LEAK,NO,21217.41207951071,CORROSION FAILURE
2012-07-12 11:55:00,2012,30.801470000000002,-96.28435999999999,CRUDE OIL,0,TX,LEAK,NO,21823.623853211022,CORROSION FAILURE
2012-07-06 11:12:00,2012,33.05365,-103.59626999999999,CRUDE OIL,168,NM,MECHANICAL PUNCTURE,NO,15761.506116207951,EXCAVATION DAMAGE
2012-07-24 00:00:00,2012,35.95885,-96.75655,CRUDE OIL,42,OK,LEAK,NO,33462.88990825702,CORROSION FAILURE
2012-07-20 04:00:00,2012,32.779328,-102.950633,FLAMMABLE GASES,252,TX,LEAK,NO,3934.314411314989,EQUIPMENT FAILURE
2012-07-13 11:30:00,2012,40.513554,-75.53238,REFINED LIQUIDS,336,PA,LEAK,NO,461373.23188073497,CORROSION FAILURE
2012-07-15 11:00:00,2012,38.09496,-98.58163,CRUDE OIL,4158,KS,LEAK,NO,12245.47782874619,EQUIPMENT FAILURE
2012-07-16 09:33:00,2012,30.1571,-93.0463,FLAMMABLE GASES,630,LA,OTHER,NO,613304.451452599,EQUIPMENT FAILURE
2012-07-19 15:00:00,2012,30.909440000000004,-90.87165999999999,REFINED LIQUIDS,0,LA,LEAK,NO,3334.1647553516923,INCORRECT OPERATION
2012-07-23 10:00:00,2012,40.6246,-74.19254000000001,REFINED LIQUIDS,1134,NY,LEAK,NO,75655.22935779822,EQUIPMENT FAILURE
2012-07-19 16:50:00,2012,30.15683,-90.853719,CRUDE OIL,2100,LA,OTHER,NO,18186.353211009176,INCORRECT OPERATION
2012-07-17 10:40:00,2012,43.297089,-88.130513,REFINED LIQUIDS,54684,WI,RUPTURE,YES,28156727.95244655,MATERIAL FAILURE OF PIPE OR WELD
2012-07-21 07:03:00,2012,41.6872222,-107.9802778,CRUDE OIL,126,WY,LEAK,NO,5213.421253822628,EQUIPMENT FAILURE
2012-07-21 17:35:00,2012,29.8964,-94.0054,FLAMMABLE GASES,130914,TX,RUPTURE,NO,1408841.0117737015,NATURAL FORCE DAMAGE
2012-07-25 07:00:00,2012,37.81841,-97.37093,REFINED LIQUIDS,0,KS,LEAK,NO,2509.7167431192647,EQUIPMENT FAILURE
2012-07-23 03:30:00,2012,40.52243,-74.25384,REFINED LIQUIDS,672,TX,LEAK,NO,2207217.068042815,OTHER INCIDENT CAUSE
2012-07-26 14:15:00,2012,29.514190000000003,-93.5739,REFINED LIQUIDS,0,TX,LEAK,NO,43647.247706422044,CORROSION FAILURE
2012-07-24 12:52:00,2012,46.81973992,-95.14887905,CRUDE OIL,42,MN,LEAK,NO,42465.13474770646,EQUIPMENT FAILURE
2012-07-23 20:00:00,2012,28.9598,-95.31151,REFINED LIQUIDS,5544,TX,RUPTURE,NO,7533975.675076459,CORROSION FAILURE
2012-07-27 06:41:00,2012,29.975040000000003,-94.05633,REFINED LIQUIDS,0,TX,OVERFILL OR OVERFLOW,NO,6173.660703363919,INCORRECT OPERATION
2012-07-30 07:25:00,2012,38.834922999999996,-77.399801,REFINED LIQUIDS,0,VA,LEAK,NO,17725.632262996947,EQUIPMENT FAILURE
2012-07-27 14:41:00,2012,43.895610999999995,-89.63823599999999,CRUDE OIL,72618,WI,RUPTURE,NO,6079586.335474009,MATERIAL FAILURE OF PIPE OR WELD
2012-08-01 04:56:00,2012,31.19309,-102.98994,FLAMMABLE GASES,9114,TX,LEAK,NO,10820.880160550467,EQUIPMENT FAILURE
2012-08-03 12:00:00,2012,30.1457,-94.4076,CRUDE OIL,0,TX,LEAK,NO,6110.614678899086,CORROSION FAILURE
2012-08-06 10:53:00,2012,46.41428,-92.03609,FLAMMABLE GASES,0,WI,LEAK,NO,41828.612385321154,EQUIPMENT FAILURE
2012-08-05 04:15:00,2012,35.936111100000005,-96.7380556,CRUDE OIL,42,OK,LEAK,NO,24248.47094801225,EQUIPMENT FAILURE
2012-08-07 13:30:00,2012,32.78111,-88.04630999999999,REFINED LIQUIDS,0,AL,LEAK,NO,24406.08600917439,EQUIPMENT FAILURE
2012-08-02 21:20:00,2012,37.070361,-89.63841,FLAMMABLE GASES,42,MO,LEAK,NO,18744.068042813473,EQUIPMENT FAILURE
2012-08-18 21:00:00,2012,39.128890000000006,-94.60709,REFINED LIQUIDS,0,KS,LEAK,NO,1273.0447247706436,EQUIPMENT FAILURE
2012-08-17 18:30:00,2012,33.855959999999996,-84.62949,REFINED LIQUIDS,42,GA,LEAK,NO,32941.54778287461,CORROSION FAILURE
2012-08-08 15:00:00,2012,29.3786,-95.1101,FLAMMABLE GASES,0,TX,LEAK,NO,666.8329510703363,EQUIPMENT FAILURE
2012-08-31 17:00:00,2012,29.1049,-90.1919,CRUDE OIL,42,LA,OTHER,NO,1345.7901376146792,NATURAL FORCE DAMAGE
2012-08-09 13:28:00,2012,27.826919,-97.198572,CRUDE OIL,1008,TX,OTHER,NO,103878.02469418976,INCORRECT OPERATION
2012-08-23 14:47:00,2012,39.060075,-88.49555600000001,CRUDE OIL,0,IL,LEAK,NO,127791.86674311936,INCORRECT OPERATION
2012-08-19 22:30:00,2012,36.17115,-97.43225600000001,FLAMMABLE GASES,0,OK,LEAK,NO,1201.5117354740066,EQUIPMENT FAILURE
2012-08-15 13:33:00,2012,30.164140000000003,-94.43055,CRUDE OIL,126,TX,LEAK,NO,15098.310435779822,CORROSION FAILURE
2012-08-23 22:35:00,2012,29.911490999999998,-94.008985,REFINED LIQUIDS,210,TX,LEAK,NO,608030.4090214075,CORROSION FAILURE
2012-08-15 18:15:00,2012,32.655,-103.1375,CRUDE OIL,168,NM,LEAK,NO,8971.934250764521,CORROSION FAILURE
